image,class
train_1\v_Kayaking_g24_c03.avi_frame1.jpg,Kayaking
train_1\v_Kayaking_g24_c03.avi_frame2.jpg,Kayaking
train_1\v_Kayaking_g24_c03.avi_frame3.jpg,Kayaking
train_1\v_Kayaking_g24_c03.avi_frame4.jpg,Kayaking
train_1\v_Kayaking_g24_c03.avi_frame5.jpg,Kayaking
train_1\v_Kayaking_g24_c03.avi_frame6.jpg,Kayaking
train_1\v_Kayaking_g24_c03.avi_frame7.jpg,Kayaking
train_1\v_Kayaking_g24_c03.avi_frame8.jpg,Kayaking
train_1\v_Kayaking_g24_c04.avi_frame0.jpg,Kayaking
train_1\v_Kayaking_g24_c04.avi_frame1.jpg,Kayaking
train_1\v_Kayaking_g24_c04.avi_frame2.jpg,Kayaking
train_1\v_Kayaking_g24_c04.avi_frame3.jpg,Kayaking
train_1\v_Kayaking_g24_c04.avi_frame4.jpg,Kayaking
train_1\v_Kayaking_g24_c04.avi_frame5.jpg,Kayaking
train_1\v_Kayaking_g24_c04.avi_frame6.jpg,Kayaking
train_1\v_Kayaking_g24_c04.avi_frame7.jpg,Kayaking
train_1\v_Kayaking_g24_c05.avi_frame0.jpg,Kayaking
train_1\v_Kayaking_g24_c05.avi_frame1.jpg,Kayaking
train_1\v_Kayaking_g24_c05.avi_frame2.jpg,Kayaking
train_1\v_Kayaking_g24_c05.avi_frame3.jpg,Kayaking
train_1\v_Kayaking_g24_c05.avi_frame4.jpg,Kayaking
train_1\v_Kayaking_g24_c05.avi_frame5.jpg,Kayaking
train_1\v_Kayaking_g24_c05.avi_frame6.jpg,Kayaking
train_1\v_Kayaking_g24_c05.avi_frame7.jpg,Kayaking
train_1\v_Kayaking_g24_c06.avi_frame0.jpg,Kayaking
train_1\v_Kayaking_g24_c06.avi_frame1.jpg,Kayaking
train_1\v_Kayaking_g24_c06.avi_frame2.jpg,Kayaking
train_1\v_Kayaking_g24_c06.avi_frame3.jpg,Kayaking
train_1\v_Kayaking_g24_c06.avi_frame4.jpg,Kayaking
train_1\v_Kayaking_g24_c06.avi_frame5.jpg,Kayaking
train_1\v_Kayaking_g24_c06.avi_frame6.jpg,Kayaking
train_1\v_Kayaking_g24_c06.avi_frame7.jpg,Kayaking
train_1\v_Kayaking_g25_c01.avi_frame0.jpg,Kayaking
train_1\v_Kayaking_g25_c01.avi_frame1.jpg,Kayaking
train_1\v_Kayaking_g25_c01.avi_frame10.jpg,Kayaking
train_1\v_Kayaking_g25_c01.avi_frame11.jpg,Kayaking
train_1\v_Kayaking_g25_c01.avi_frame12.jpg,Kayaking
train_1\v_Kayaking_g25_c01.avi_frame2.jpg,Kayaking
train_1\v_Kayaking_g25_c01.avi_frame3.jpg,Kayaking
train_1\v_Kayaking_g25_c01.avi_frame4.jpg,Kayaking
train_1\v_Kayaking_g25_c01.avi_frame5.jpg,Kayaking
train_1\v_Kayaking_g25_c01.avi_frame6.jpg,Kayaking
train_1\v_Kayaking_g25_c01.avi_frame7.jpg,Kayaking
train_1\v_Kayaking_g25_c01.avi_frame8.jpg,Kayaking
train_1\v_Kayaking_g25_c01.avi_frame9.jpg,Kayaking
train_1\v_Kayaking_g25_c02.avi_frame0.jpg,Kayaking
train_1\v_Kayaking_g25_c02.avi_frame1.jpg,Kayaking
train_1\v_Kayaking_g25_c02.avi_frame10.jpg,Kayaking
train_1\v_Kayaking_g25_c02.avi_frame11.jpg,Kayaking
train_1\v_Kayaking_g25_c02.avi_frame12.jpg,Kayaking
train_1\v_Kayaking_g25_c02.avi_frame13.jpg,Kayaking
train_1\v_Kayaking_g25_c02.avi_frame14.jpg,Kayaking
train_1\v_Kayaking_g25_c02.avi_frame15.jpg,Kayaking
train_1\v_Kayaking_g25_c02.avi_frame2.jpg,Kayaking
train_1\v_Kayaking_g25_c02.avi_frame3.jpg,Kayaking
train_1\v_Kayaking_g25_c02.avi_frame4.jpg,Kayaking
train_1\v_Kayaking_g25_c02.avi_frame5.jpg,Kayaking
train_1\v_Kayaking_g25_c02.avi_frame6.jpg,Kayaking
train_1\v_Kayaking_g25_c02.avi_frame7.jpg,Kayaking
train_1\v_Kayaking_g25_c02.avi_frame8.jpg,Kayaking
train_1\v_Kayaking_g25_c02.avi_frame9.jpg,Kayaking
train_1\v_Kayaking_g25_c03.avi_frame0.jpg,Kayaking
train_1\v_Kayaking_g25_c03.avi_frame1.jpg,Kayaking
train_1\v_Kayaking_g25_c03.avi_frame10.jpg,Kayaking
train_1\v_Kayaking_g25_c03.avi_frame11.jpg,Kayaking
train_1\v_Kayaking_g25_c03.avi_frame12.jpg,Kayaking
train_1\v_Kayaking_g25_c03.avi_frame13.jpg,Kayaking
train_1\v_Kayaking_g25_c03.avi_frame14.jpg,Kayaking
train_1\v_Kayaking_g25_c03.avi_frame2.jpg,Kayaking
train_1\v_Kayaking_g25_c03.avi_frame3.jpg,Kayaking
train_1\v_Kayaking_g25_c03.avi_frame4.jpg,Kayaking
train_1\v_Kayaking_g25_c03.avi_frame5.jpg,Kayaking
train_1\v_Kayaking_g25_c03.avi_frame6.jpg,Kayaking
train_1\v_Kayaking_g25_c03.avi_frame7.jpg,Kayaking
train_1\v_Kayaking_g25_c03.avi_frame8.jpg,Kayaking
train_1\v_Kayaking_g25_c03.avi_frame9.jpg,Kayaking
train_1\v_Kayaking_g25_c04.avi_frame0.jpg,Kayaking
train_1\v_Kayaking_g25_c04.avi_frame1.jpg,Kayaking
train_1\v_Kayaking_g25_c04.avi_frame10.jpg,Kayaking
train_1\v_Kayaking_g25_c04.avi_frame11.jpg,Kayaking
train_1\v_Kayaking_g25_c04.avi_frame12.jpg,Kayaking
train_1\v_Kayaking_g25_c04.avi_frame2.jpg,Kayaking
train_1\v_Kayaking_g25_c04.avi_frame3.jpg,Kayaking
train_1\v_Kayaking_g25_c04.avi_frame4.jpg,Kayaking
train_1\v_Kayaking_g25_c04.avi_frame5.jpg,Kayaking
train_1\v_Kayaking_g25_c04.avi_frame6.jpg,Kayaking
train_1\v_Kayaking_g25_c04.avi_frame7.jpg,Kayaking
train_1\v_Kayaking_g25_c04.avi_frame8.jpg,Kayaking
train_1\v_Kayaking_g25_c04.avi_frame9.jpg,Kayaking
train_1\v_PlayingGuitar_g08_c01.avi_frame0.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g08_c01.avi_frame1.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g08_c01.avi_frame2.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g08_c01.avi_frame3.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g08_c01.avi_frame4.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g08_c01.avi_frame5.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g08_c01.avi_frame6.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g08_c01.avi_frame7.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g08_c01.avi_frame8.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g08_c01.avi_frame9.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g08_c02.avi_frame0.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g08_c02.avi_frame1.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g08_c02.avi_frame2.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g08_c02.avi_frame3.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g08_c02.avi_frame4.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g08_c02.avi_frame5.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g08_c02.avi_frame6.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g08_c02.avi_frame7.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g08_c02.avi_frame8.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g08_c02.avi_frame9.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g08_c03.avi_frame0.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g08_c03.avi_frame1.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g08_c03.avi_frame2.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g08_c03.avi_frame3.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g08_c03.avi_frame4.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g08_c03.avi_frame5.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g08_c03.avi_frame6.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g08_c03.avi_frame7.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g08_c03.avi_frame8.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g08_c03.avi_frame9.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g08_c04.avi_frame0.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g08_c04.avi_frame1.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g08_c04.avi_frame2.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g08_c04.avi_frame3.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g08_c04.avi_frame4.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g08_c04.avi_frame5.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g08_c04.avi_frame6.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g08_c04.avi_frame7.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g08_c04.avi_frame8.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g08_c04.avi_frame9.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g08_c05.avi_frame0.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g08_c05.avi_frame1.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g08_c05.avi_frame2.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g08_c05.avi_frame3.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g08_c05.avi_frame4.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g08_c05.avi_frame5.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g08_c05.avi_frame6.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g08_c05.avi_frame7.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g08_c05.avi_frame8.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g08_c05.avi_frame9.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g08_c06.avi_frame0.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g08_c06.avi_frame1.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g08_c06.avi_frame2.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g08_c06.avi_frame3.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g08_c06.avi_frame4.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g08_c06.avi_frame5.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g08_c06.avi_frame6.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g08_c06.avi_frame7.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g08_c06.avi_frame8.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g08_c06.avi_frame9.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g08_c07.avi_frame0.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g08_c07.avi_frame1.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g08_c07.avi_frame2.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g08_c07.avi_frame3.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g08_c07.avi_frame4.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g08_c07.avi_frame5.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g08_c07.avi_frame6.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g08_c07.avi_frame7.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g08_c07.avi_frame8.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g08_c07.avi_frame9.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g09_c01.avi_frame0.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g09_c01.avi_frame1.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g09_c01.avi_frame2.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g09_c01.avi_frame3.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g09_c01.avi_frame4.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g09_c01.avi_frame5.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g09_c01.avi_frame6.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g09_c01.avi_frame7.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g09_c01.avi_frame8.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g09_c01.avi_frame9.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g09_c02.avi_frame0.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g09_c02.avi_frame1.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g09_c02.avi_frame2.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g09_c02.avi_frame3.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g09_c02.avi_frame4.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g09_c02.avi_frame5.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g09_c02.avi_frame6.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g09_c02.avi_frame7.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g09_c02.avi_frame8.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g09_c02.avi_frame9.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g09_c03.avi_frame0.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g09_c03.avi_frame1.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g09_c03.avi_frame2.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g09_c03.avi_frame3.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g09_c03.avi_frame4.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g09_c03.avi_frame5.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g09_c03.avi_frame6.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g09_c03.avi_frame7.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g09_c03.avi_frame8.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g09_c03.avi_frame9.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g09_c04.avi_frame0.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g09_c04.avi_frame1.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g09_c04.avi_frame2.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g09_c04.avi_frame3.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g09_c04.avi_frame4.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g09_c04.avi_frame5.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g09_c04.avi_frame6.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g09_c04.avi_frame7.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g09_c04.avi_frame8.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g09_c04.avi_frame9.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g10_c01.avi_frame0.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g10_c01.avi_frame1.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g10_c01.avi_frame2.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g10_c01.avi_frame3.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g10_c01.avi_frame4.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g10_c01.avi_frame5.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g10_c01.avi_frame6.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g10_c01.avi_frame7.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g10_c01.avi_frame8.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g10_c01.avi_frame9.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g10_c02.avi_frame0.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g10_c02.avi_frame1.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g10_c02.avi_frame2.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g10_c02.avi_frame3.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g10_c02.avi_frame4.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g10_c02.avi_frame5.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g10_c02.avi_frame6.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g10_c02.avi_frame7.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g10_c02.avi_frame8.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g10_c02.avi_frame9.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g10_c03.avi_frame0.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g10_c03.avi_frame1.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g10_c03.avi_frame2.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g10_c03.avi_frame3.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g10_c03.avi_frame4.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g10_c03.avi_frame5.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g10_c03.avi_frame6.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g10_c03.avi_frame7.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g10_c03.avi_frame8.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g10_c03.avi_frame9.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g10_c04.avi_frame0.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g10_c04.avi_frame1.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g10_c04.avi_frame2.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g10_c04.avi_frame3.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g10_c04.avi_frame4.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g10_c04.avi_frame5.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g10_c04.avi_frame6.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g10_c04.avi_frame7.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g10_c04.avi_frame8.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g10_c04.avi_frame9.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g10_c05.avi_frame0.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g10_c05.avi_frame1.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g10_c05.avi_frame2.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g10_c05.avi_frame3.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g10_c05.avi_frame4.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g10_c05.avi_frame5.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g10_c05.avi_frame6.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g10_c05.avi_frame7.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g10_c05.avi_frame8.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g10_c05.avi_frame9.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g10_c06.avi_frame0.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g10_c06.avi_frame1.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g10_c06.avi_frame2.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g10_c06.avi_frame3.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g10_c06.avi_frame4.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g10_c06.avi_frame5.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g10_c06.avi_frame6.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g10_c06.avi_frame7.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g10_c06.avi_frame8.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g10_c06.avi_frame9.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g10_c07.avi_frame0.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g10_c07.avi_frame1.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g10_c07.avi_frame2.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g10_c07.avi_frame3.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g10_c07.avi_frame4.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g10_c07.avi_frame5.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g10_c07.avi_frame6.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g10_c07.avi_frame7.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g10_c07.avi_frame8.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g10_c07.avi_frame9.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g11_c01.avi_frame0.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g11_c01.avi_frame1.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g11_c01.avi_frame2.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g11_c01.avi_frame3.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g11_c01.avi_frame4.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g11_c01.avi_frame5.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g11_c01.avi_frame6.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g11_c01.avi_frame7.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g11_c01.avi_frame8.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g11_c01.avi_frame9.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g11_c02.avi_frame0.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g11_c02.avi_frame1.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g11_c02.avi_frame2.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g11_c02.avi_frame3.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g11_c02.avi_frame4.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g11_c02.avi_frame5.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g11_c02.avi_frame6.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g11_c02.avi_frame7.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g11_c02.avi_frame8.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g11_c02.avi_frame9.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g11_c03.avi_frame0.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g11_c03.avi_frame1.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g11_c03.avi_frame2.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g11_c03.avi_frame3.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g11_c03.avi_frame4.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g11_c03.avi_frame5.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g11_c03.avi_frame6.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g11_c03.avi_frame7.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g11_c03.avi_frame8.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g11_c03.avi_frame9.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g11_c04.avi_frame0.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g11_c04.avi_frame1.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g11_c04.avi_frame2.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g11_c04.avi_frame3.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g11_c04.avi_frame4.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g11_c04.avi_frame5.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g11_c04.avi_frame6.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g11_c04.avi_frame7.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g11_c04.avi_frame8.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g11_c04.avi_frame9.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g11_c05.avi_frame0.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g11_c05.avi_frame1.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g11_c05.avi_frame2.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g11_c05.avi_frame3.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g11_c05.avi_frame4.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g11_c05.avi_frame5.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g11_c05.avi_frame6.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g11_c05.avi_frame7.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g11_c05.avi_frame8.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g11_c05.avi_frame9.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g11_c06.avi_frame0.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g11_c06.avi_frame1.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g11_c06.avi_frame2.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g11_c06.avi_frame3.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g11_c06.avi_frame4.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g11_c06.avi_frame5.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g11_c06.avi_frame6.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g11_c06.avi_frame7.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g11_c06.avi_frame8.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g11_c06.avi_frame9.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g11_c07.avi_frame0.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g11_c07.avi_frame1.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g11_c07.avi_frame2.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g11_c07.avi_frame3.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g11_c07.avi_frame4.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g11_c07.avi_frame5.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g11_c07.avi_frame6.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g11_c07.avi_frame7.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g11_c07.avi_frame8.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g11_c07.avi_frame9.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g12_c01.avi_frame0.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g12_c01.avi_frame1.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g12_c01.avi_frame2.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g12_c01.avi_frame3.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g12_c01.avi_frame4.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g12_c01.avi_frame5.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g12_c01.avi_frame6.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g12_c01.avi_frame7.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g12_c01.avi_frame8.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g12_c01.avi_frame9.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g12_c02.avi_frame0.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g12_c02.avi_frame1.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g12_c02.avi_frame2.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g12_c02.avi_frame3.jpg,PlayingGuitar
train_1\v_PlayingGuitar_g12_c02.avi_frame4.jpg,PlayingGuitar
